apc_code,hcpcs_code,payment_rate,description
5055,15922,3620.48,Exc coccygl pr ulc flap clsr
5055,15934,3620.48,Exc sacral pr ulc skn flap
5055,15935,3620.48,Exc sac pr ulc skn flp ostc
5055,15944,3620.48,Exc isch pr ulc skn flp clsr
5055,15953,3620.48,Exc trchntr pr ulc flp ostc
5055,15958,3620.48,Exc trchntr pr ulc prep ostc
5055,20912,3620.48,Remove cartilage for graft
5055,43886,3620.48,Gstr rstcv px opn revj port
5055,43888,3620.48,Gstr rstcv px opn rmvl&rplc
5055,44312,3620.48,Revision of ileostomy
5055,44314,3620.48,Revision of ileostomy
5055,44340,3620.48,Revision of colostomy
5055,44345,3620.48,Revision of colostomy
5055,44346,3620.48,Revision of colostomy
5061,G0277,140.59,"Hbot, full body chamber, 30m"
5071,10005,723.47,Fna bx w/us gdn 1st les
5071,10007,723.47,Fna bx w/fluor gdn 1st les
5071,10009,723.47,Fna bx w/ct gdn 1st les
5071,10011,723.47,Fna bx w/mr gdn 1st les
5071,10030,723.47,Img gid flu coll drg sft tis
5071,10035,723.47,Plmt sft tiss loclzj dev 1st
5071,10080,723.47,I&d pilonidal cyst simple
5071,10081,723.47,I&d pilonidal cyst comp
5071,11010,723.47,Debride skin at fx site
5071,11011,723.47,Debride skin musc at fx site
5071,11400,723.47,Exc tr-ext b9+marg 0.5 cm<
5071,11402,723.47,Exc tr-ext b9+marg 1.1-2 cm
5071,11403,723.47,Exc tr-ext b9+marg 2.1-3cm
5071,11421,723.47,Exc h-f-nk-sp b9+marg 0.6-1
5071,11440,723.47,Exc face-mm b9+marg 0.5 cm/<
5071,11441,723.47,Exc face-mm b9+marg 0.6-1 cm
5071,11442,723.47,Exc face-mm b9+marg 1.1-2 cm
5071,11600,723.47,Exc tr-ext mal+marg 0.5 cm/<
5071,11601,723.47,Exc tr-ext mal+marg 0.6-1 cm
5071,11603,723.47,Exc tr-ext mal+marg 2.1-3 cm
5071,11604,723.47,Exc tr-ext mal+marg 3.1-4 cm
5071,11621,723.47,Exc s/n/h/f/g mal+mrg 0.6-1
5071,11622,723.47,Exc s/n/h/f/g mal+mrg 1.1-2
5071,11640,723.47,Exc f/e/e/n/l mal+mrg 0.5cm<
5071,11641,723.47,Exc f/e/e/n/l mal+mrg 0.6-1
5071,11642,723.47,Exc f/e/e/n/l mal+mrg 1.1-2
5071,11755,723.47,Biopsy nail unit
5071,11976,723.47,Remove contraceptive capsule
5071,15781,723.47,Dermabrasion segmental face
5071,15999,723.47,Unlisted px exc pressure ulc
5071,19000,723.47,Puncture aspir cyst breast
5071,19283,723.47,Perq dev breast 1st strtctc
5071,19285,723.47,Perq dev breast 1st us imag
5071,19287,723.47,Perq dev breast 1st mr guide
5071,20615,723.47,Treatment of bone cyst
5071,20950,723.47,Mntr intrstitial fluid press
5071,21725,723.47,Revision of neck muscle
5071,28190,723.47,Removal of foot foreign body
5071,33286,723.47,Rmvl subq car rhythm mntr
5071,35226,723.47,Repair blood vessel dir lxtr
5071,40800,723.47,Drainage of mouth lesion
5071,42400,723.47,Biopsy of salivary gland
5071,47399,723.47,Unlisted procedure liver
5071,48999,723.47,Unlisted procedure pancreas
5071,50390,723.47,Drainage of kidney lesion
5071,55000,723.47,Drainage of hydrocele
5071,60100,723.47,Biopsy of thyroid
5071,60300,723.47,Aspir/inj thyroid cyst
5071,62267,723.47,Interdiscal perq aspir dx
5071,69000,723.47,Drg xtrnl ear absc/hem smpl
5071,69020,723.47,Drg xtrnl aud canal abscess
5071,D7510,723.47,I&d absc intraoral soft tiss
5071,D7511,723.47,Incision/drain abscess intra
5071,D7520,723.47,I&d abscess extraoral
5071,D7521,723.47,Incision/drain abscess extra
5072,0673T,1687.37,Abltj b9 thyr ndul perq lasr
5072,0959T,1687.37,Rmv/rplc magnet coil assem
5072,10121,1687.37,Inc&rmvl fb subq tiss comp
5072,10140,1687.37,I&d hmtma seroma/fluid collj
5072,11044,1687.37,Dbrdmt bone 1st 20 sq cm/<
5072,11404,1687.37,Exc tr-ext b9+marg 3.1-4 cm
5072,11406,1687.37,Exc tr-ext b9+marg >4.0 cm
5072,11420,1687.37,Exc h-f-nk-sp b9+marg 0.5/<
5072,11422,1687.37,Exc h-f-nk-sp b9+marg 1.1-2
5072,11423,1687.37,Exc h-f-nk-sp b9+marg 2.1-3
5072,11424,1687.37,Exc h-f-nk-sp b9+marg 3.1-4
5072,11443,1687.37,Exc face-mm b9+marg 2.1-3 cm
5072,11444,1687.37,Exc face-mm b9+marg 3.1-4 cm
5072,11606,1687.37,Exc tr-ext mal+marg >4 cm
5072,11620,1687.37,Exc h-f-nk-sp mal+marg 0.5/<
5072,11623,1687.37,Exc s/n/h/f/g mal+mrg 2.1-3
5072,11624,1687.37,Exc s/n/h/f/g mal+mrg 3.1-4
5072,11643,1687.37,Exc f/e/e/n/l mal+mrg 2.1-3
5072,11644,1687.37,Exc f/e/e/n/l mal+mrg 3.1-4
5072,15950,1687.37,Exc trchntr pr ulc prim sutr
5072,19020,1687.37,Mastotomy expl drg absc dp
5072,19081,1687.37,Bx breast 1st lesion strtctc
5072,19083,1687.37,Bx breast 1st lesion us imag
5072,19085,1687.37,Bx breast 1st lesion mr imag
5072,19100,1687.37,Bx breast percut w/o image
5072,19281,1687.37,Perq device breast 1st imag
5072,20103,1687.37,Expl pentrg wound extremity
5072,20200,1687.37,Muscle biopsy superficial
5072,20206,1687.37,Biopsy muscle perq needle
5072,20220,1687.37,Bone biopsy trocar/ndl supfc
5072,20225,1687.37,Bone biopsy trocar/ndl deep
5072,20520,1687.37,Rmvl fb musc/tdn simple
5072,20670,1687.37,Removal implant superficial
5072,21011,1687.37,Exc face les sc <2 cm
5072,21012,1687.37,Exc face les sbq 2 cm/>
5072,21013,1687.37,Exc face tum deep < 2 cm
5072,21550,1687.37,Biopsy of neck/chest
5072,21555,1687.37,Exc neck les sc < 3 cm
5072,21920,1687.37,Biopsy soft tissue of back
5072,21925,1687.37,Biopsy soft tissue of back
5072,21930,1687.37,Exc back les sc < 3 cm
5072,21931,1687.37,Exc back les sc 3 cm/>
5072,22902,1687.37,Exc abd les sc < 3 cm
5072,23065,1687.37,Biopsy shoulder tissues
5072,23071,1687.37,Exc shoulder les sc 3 cm/>
5072,23075,1687.37,Exc shoulder les sc < 3 cm
5072,23330,1687.37,Remove shoulder foreign body
5072,23931,1687.37,I&d upr a/e bursa
5072,24065,1687.37,Biopsy arm/elbow soft tissue
5072,24075,1687.37,Exc arm/elbow les sc < 3 cm
5072,24200,1687.37,Rmvl fb upper arm/elbw subq
5072,25065,1687.37,Biopsy forearm soft tissues
5072,25071,1687.37,Exc forearm les sc 3 cm/>
5072,25075,1687.37,Exc forearm les sc < 3 cm
5072,25076,1687.37,Exc forearm tum deep < 3 cm
5072,26011,1687.37,Drainage of finger abscess
5072,26111,1687.37,Exc hand les sc 1.5 cm/>
5072,26113,1687.37,Exc hand tum deep 1.5 cm/>
5072,26115,1687.37,Exc hand les sc < 1.5 cm
5072,26116,1687.37,Exc hand tum deep < 1.5 cm
5072,26320,1687.37,Removal of implant from hand
5072,27040,1687.37,Biopsy of soft tissues
5072,27041,1687.37,Biopsy of soft tissues
5072,27323,1687.37,Biopsy thigh soft tissues
5072,27327,1687.37,Exc thigh/knee les sc < 3 cm
5072,27613,1687.37,Biopsy lower leg soft tissue
5072,27618,1687.37,Exc leg/ankle tum < 3 cm
5072,28001,1687.37,Drainage of bursa of foot
5072,28043,1687.37,Exc foot/toe tum sc < 1.5 cm
5072,28192,1687.37,Removal of foot foreign body
5072,28193,1687.37,Removal of foot foreign body
5072,32400,1687.37,Needle biopsy chest lining
5072,32408,1687.37,Core ndl bx lng/med perq
5072,37609,1687.37,Ligation/bx temporal artery
5072,38220,1687.37,Dx bone marrow aspirations
5072,38221,1687.37,Dx bone marrow biopsies
5072,38505,1687.37,Needle biopsy lymph nodes
5072,41108,1687.37,Biopsy of floor of mouth
5072,47000,1687.37,Needle biopsy of liver perq
5072,48102,1687.37,Needle biopsy pancreas
5072,49180,1687.37,Biopsy abdominal mass
5072,49185,1687.37,Sclerotx fluid collection
5072,49405,1687.37,Image cath fluid colxn visc
5072,49406,1687.37,Image cath fluid peri/retro
5072,49407,1687.37,Image cath fluid trns/vgnl
5072,50200,1687.37,Renal biopsy perq
5072,54015,1687.37,I&d penis deep
5072,54100,1687.37,Biopsy of penis
5072,54800,1687.37,Biopsy of epididymis
5072,55100,1687.37,Drainage of scrotum abscess
5072,60660,1687.37,Abltj 1/+thyr ndul 1lobe prq
5072,62269,1687.37,Needle biopsy spinal cord
5072,69005,1687.37,Drg xtrnl ear absc/hem comp
5072,69205,1687.37,Clear outer ear canal
5073,10180,2967.63,I&d complex po wound infctj
5073,11012,2967.63,Deb skin bone at fx site
5073,11426,2967.63,Exc h-f-nk-sp b9+marg >4 cm
5073,11446,2967.63,Exc face-mm b9+marg >4 cm
5073,11450,2967.63,Exc skn hdrdnt ax smpl/ntrm
5073,11451,2967.63,Exc skn hdrdnt ax complex
5073,11462,2967.63,Exc skn hdrdnt ing smpl/ntrm
5073,11463,2967.63,Exc skn hdrdnt ing complex
5073,11470,2967.63,Exc skn h/p/p/u smpl/ntrm
5073,11471,2967.63,Exc skn h/p/p/u complex
5073,11626,2967.63,Exc s/n/h/f/g mal+mrg >4 cm
5073,11646,2967.63,Exc f/e/e/n/l mal+mrg >4 cm
5073,11770,2967.63,Exc pilonidal cyst simple
5073,11771,2967.63,Exc pilonidal cyst xtnsv
5073,11772,2967.63,Exc pilonidal cyst comp
5073,11971,2967.63,Rmvl tis xpndr wo insj implt
5073,15780,2967.63,Dermabrasion total face
5073,15782,2967.63,Dermabrasion other than face
5073,15832,2967.63,Exc excessive skin thigh
5073,15833,2967.63,Exc excessive skin leg
5073,15834,2967.63,Exc excessive skin hip
5073,15835,2967.63,Exc excessive skin buttock
5073,15836,2967.63,Exc excessive skin arm
5073,15837,2967.63,Exc excsv skin forearm/hand
5073,15838,2967.63,Exc excsv submental fat pad
5073,15839,2967.63,Exc excessive skn other area
5073,15920,2967.63,Exc coccygl pr ulc prim sutr
5073,15931,2967.63,Exc sacral pr ulc prim sutr
5073,15933,2967.63,Exc sac pr ulc prim str ostc
5073,15940,2967.63,Exc ischial pr ulc prim sutr
5073,15941,2967.63,Exc isch pr ulc prm sut ostc
5073,15951,2967.63,Exc trchntr pr ulc ostc
5073,20205,2967.63,Deep muscle biopsy
5073,20240,2967.63,Bone biopsy open superficial
5073,20245,2967.63,Bone biopsy open deep
5073,20525,2967.63,Rmvl fb musc/tdn deep/comp
5073,20680,2967.63,Removal of implant deep
5073,21014,2967.63,Exc face tum deep 2 cm/>
5073,21015,2967.63,Resect face/scalp tum < 2 cm
5073,21016,2967.63,Resect face/scalp tum 2 cm/>
5073,21501,2967.63,I&d dp absc/hmtma sft ts nck
5073,21552,2967.63,Exc neck les sc 3 cm/>
5073,21554,2967.63,Exc neck tum deep 5 cm/>
5073,21556,2967.63,Exc neck tum deep < 5 cm
5073,21557,2967.63,Resect neck thorax tumor<5cm
5073,21558,2967.63,Resect neck tumor 5 cm/>
5073,21601,2967.63,Exc chest wall tumor w/ribs
5073,21932,2967.63,Exc back tum deep < 5 cm
5073,21933,2967.63,Exc back tum deep 5 cm/>
5073,21935,2967.63,Resect back tum < 5 cm
5073,21936,2967.63,Resect back tum 5 cm/>
5073,22900,2967.63,Exc abdl tum deep < 5 cm
5073,22901,2967.63,Exc abdl tum deep 5 cm/>
5073,22903,2967.63,Exc abd les sc 3 cm/>
5073,22904,2967.63,Radical resect abd tumor<5cm
5073,22905,2967.63,Rad resect abd tumor 5 cm/>
5073,23000,2967.63,Rmvl sbdltd clcreous dep opn
5073,23030,2967.63,I&d shoulder deep absc/hmtma
5073,23031,2967.63,I&d shoulder infected bursa
5073,23066,2967.63,Biopsy shoulder tissues
5073,23073,2967.63,Exc shoulder tum deep 5 cm/>
5073,23076,2967.63,Exc shoulder tum deep < 5 cm
5073,23077,2967.63,Rad rescj tum shoulder<5 cm
5073,23078,2967.63,Rad rescj tum shoulder 5cm/>
5073,23333,2967.63,Remove shoulder fb deep
5073,23930,2967.63,I&d upr a/e dp absc/hmtma
5073,24066,2967.63,Biopsy arm/elbow soft tissue
5073,24071,2967.63,Exc arm/elbow les sc 3 cm/>
5073,24073,2967.63,Ex arm/elbow tum deep 5 cm/>
5073,24076,2967.63,Ex arm/elbow tum deep < 5 cm
5073,24077,2967.63,Rad rescj tum tiss a/e <5cm
5073,24079,2967.63,Rad rescj tum tiss a/e 5 cm+
5073,24201,2967.63,Rmvl fb upper arm/elbw deep
5073,25066,2967.63,Biopsy forearm soft tissues
5073,25073,2967.63,Exc forearm tum deep 3 cm/>
5073,25077,2967.63,Resect forearm/wrist tum<3cm
5073,25078,2967.63,Resect forarm/wrist tum 3cm>
5073,26117,2967.63,Rad resect hand tumor < 3 cm
5073,26118,2967.63,Rad resect hand tumor 3 cm/>
5073,27043,2967.63,Exc hip pelvis les sc 3 cm/>
5073,27045,2967.63,Exc hip/pelv tum deep 5 cm/>
5073,27047,2967.63,Exc hip/pelvis les sc < 3 cm
5073,27048,2967.63,Exc hip/pelv tum deep < 5 cm
5073,27049,2967.63,Resect hip/pelv tum < 5 cm
5073,27059,2967.63,Resect hip/pelv tum 5 cm/>
5073,27086,2967.63,Remove hip foreign body
5073,27301,2967.63,Drain thigh/knee lesion
5073,27324,2967.63,Biopsy thigh soft tissues
5073,27328,2967.63,Exc thigh/knee tum deep <5cm
5073,27329,2967.63,Resect thigh/knee tum < 5 cm
5073,27337,2967.63,Exc thigh/knee les sc 3 cm/>
5073,27339,2967.63,Exc thigh/knee tum dep 5cm/>
5073,27364,2967.63,Resect thigh/knee tum 5 cm/>
5073,27372,2967.63,Removal of foreign body
5073,27603,2967.63,Drain lower leg lesion
5073,27614,2967.63,Biopsy lower leg soft tissue
5073,27615,2967.63,Resect leg/ankle tum < 5 cm
5073,27616,2967.63,Resect leg/ankle tum 5 cm/>
5073,27619,2967.63,Exc leg/ankle tum deep <5 cm
5073,27632,2967.63,Exc leg/ankle les sc 3 cm/>
5073,27634,2967.63,Exc leg/ankle tum dep 5 cm/>
5073,28039,2967.63,Exc foot/toe tum sc 1.5 cm/>
5073,28041,2967.63,Exc foot/toe tum dep 1.5cm/>
5073,28045,2967.63,Exc foot/toe tum deep <1.5cm
5073,28046,2967.63,Resect foot/toe tumor < 3 cm
5073,28047,2967.63,Resect foot/toe tumor 3 cm/>
5073,38222,2967.63,Dx bone marrow bx & aspir
5073,38300,2967.63,Drainage lymph node lesion
5073,38305,2967.63,Drainage lymph node lesion
5073,51080,2967.63,Drainage of bladder abscess
5073,54105,2967.63,Biopsy of penis
5073,54115,2967.63,Treatment of penis lesion
5073,54500,2967.63,Biopsy of testis
5073,57022,2967.63,I&d vaginal hematoma ob/pp
5073,57023,2967.63,I&d vaginal hematoma non-ob
5073,69110,2967.63,Remove external ear partial
5073,69145,2967.63,Remove ear canal lesion(s)
5091,0581T,4000.24,Abltj mal brst tum perq crtx
5091,0970T,4000.24,Ablt b9 brst tum perq lsr ea
5091,0971T,4000.24,Ablt mal brst tum pq lsr uni
5091,19101,4000.24,Biopsy of breast open
5091,19105,4000.24,Cryosurg ablate fa each
5091,19110,4000.24,Nipple exploration
5091,19112,4000.24,Excise breast duct fistula
5091,19120,4000.24,Removal of breast lesion
5091,19125,4000.24,Excision breast lesion
5091,19300,4000.24,Mastectomy for gynecomastia
5091,19301,4000.24,Partial mastectomy
5091,19328,4000.24,Rmvl intact breast implant
5091,19330,4000.24,Rmvl ruptured breast implant
5091,19350,4000.24,Nipple/areola reconstruction
5091,19355,4000.24,Correct inverted nipple(s)
5091,19370,4000.24,Revj peri-implt capsule brst
5091,19371,4000.24,Peri-implt capslc brst compl
5091,19396,4000.24,Design custom breast implant
5091,19499,4000.24,Unlisted procedure breast
5091,38308,4000.24,Incision of lymph channels
5091,38500,4000.24,Biopsy/removal lymph nodes
5091,38510,4000.24,Biopsy/removal lymph nodes
5091,38520,4000.24,Biopsy/removal lymph nodes
5091,38525,4000.24,Biopsy/removal lymph nodes
5091,38530,4000.24,Biopsy/removal lymph nodes
5091,38531,4000.24,Open bx/exc inguinofem nodes
5091,38550,4000.24,Removal neck/armpit lesion
5092,1019T,6783.99,Lymphovenous bypass per xtr
5092,15830,6783.99,Exc excessive skin abdomen
5092,19302,6783.99,P-mastectomy w/ln removal
5092,19303,6783.99,Mast simple complete
5092,19307,6783.99,Mast mod rad
5092,19316,6783.99,Mastopexy
5092,19318,6783.99,Breast reduction
5092,19380,6783.99,Revj reconstructed breast
5092,38555,6783.99,Removal neck/armpit lesion
5092,38700,6783.99,Removal of lymph nodes neck
5092,38720,6783.99,Removal of lymph nodes neck
5092,38760,6783.99,Remove groin lymph nodes
5093,19296,8350.42,Place po breast cath for rad
5093,19325,8350.42,Breast augmentation w/implt
5093,19340,8350.42,Insj breast implt sm d mast
5093,19342,8350.42,Insj/rplcmt brst implt sep d
5093,38562,8350.42,Removal pelvic lymph nodes
5094,19298,14079.44,Place breast rad tube/caths
5094,19357,14079.44,Tiss xpndr plmt brst rcnstj
5101,29044,166.02,Appl bdy cst sho to hip 1thi
5101,29085,166.02,Appl cast hand&lwr forearm
5101,29086,166.02,Application cast finger
5101,29105,166.02,Application long arm splint
5101,29200,166.02,Strapping thorax
5101,29440,166.02,Adding walker to prev cast
5101,29450,166.02,Application clubfoot cast
5101,29505,166.02,Application long leg splint
5101,29515,166.02,Application short leg splint
5101,29540,166.02,Strapping ankle &/foot
5101,29580,166.02,Strapping unna boot
5101,29581,166.02,Appl multlayer cmprn sys leg
5101,29584,166.02,Appl mltlay cmprn sys up arm
5101,29720,166.02,Repair spica body cst/jacket
5101,29730,166.02,Windowing of cast
5101,29799,166.02,Unlisted px casting/strpg
5102,26775,285.75,Treat finger dislocation
5102,28665,285.75,Treat toe dislocation
5102,29000,285.75,Appl halo type body cast
5102,29010,285.75,Appl risser jacket body only
5102,29015,285.75,Appl rissr jacket bdy w/head
5102,29035,285.75,Appl body cast sho to hips
5102,29040,285.75,Appl bdy cst sho to hip head
5102,29046,285.75,Appl bdy cst sho to hip b th
5102,29049,285.75,Appl cast figure-of-eight
5102,29055,285.75,Appl cast shoulder spica
5102,29058,285.75,Appl cast plaster velpeau
5102,29065,285.75,Appl cst sho to hand lng arm
5102,29075,285.75,Appl cst elbw fngr short arm
5102,29305,285.75,Appl hip spica cast 1 leg
5102,29325,285.75,Appl hip spica cast1&1/2
5102,29345,285.75,Application of long leg cast
5102,29355,285.75,Appl long leg cast walker
5102,29358,285.75,Appl long leg cast brace
5102,29365,285.75,Appl cylinder cast
5102,29405,285.75,Appl short leg cast
5102,29425,285.75,Appl short leg cast walking
5102,29435,285.75,Appl patllr tdn bearing cast
5102,29445,285.75,Appl rigid tot cntc leg cast
5102,29700,285.75,Rmvl/bivlv gauntlet boot/cst
5102,29705,285.75,Rmvl/bivlv full arm/leg cast
5102,29710,285.75,Rmvl/bivlv sho/hip spica
5102,29740,285.75,Wedging of cast
5102,29750,285.75,Wedging of clubfoot cast
5111,0101T,252.01,Esw muscskel sys nos
5111,20999,252.01,Unlisted px muscskel general
5111,21480,252.01,Cltx tmprmand dislc 1st/sbsq
5111,21820,252.01,Treat sternum fracture
5111,22310,252.01,Closed tx vert fx w/o manj
5111,22899,252.01,Unlisted procedure spine
5111,22999,252.01,Unlisted px abdomen muscskel
5111,23500,252.01,Cltx clavicular fx w/o mnpj
5111,23525,252.01,Cltx strnclav dislc w/mnpj
5111,23540,252.01,Cltx acromclav dislc wo mnpj
5111,23545,252.01,Cltx acromclav dislc w/mnpj
5111,23570,252.01,Cltx scapular fx w/o mnpj
5111,23600,252.01,Cltx prox humrl fx w/o mnpj
5111,23620,252.01,Cltx gr hmrl tbrs fx wo mnpj
5111,23650,252.01,Cltx sho dslc w/mnpj wo anes
5111,23929,252.01,Unlisted procedure shoulder
5111,24500,252.01,Cltx humrl shft fx w/o mnpj
5111,24530,252.01,Cltx sprcndylr humeral fx wo
5111,24560,252.01,Cltx hum epcndylr fx wo mnpj
5111,24576,252.01,Cltx humrl cndylr fx wo mnpj
5111,24600,252.01,Tx clsd elbow dislc w/o anes
5111,24640,252.01,Cltx rdl head sublxtj nrsemd
5111,24650,252.01,Cltx rdl head/nck fx wo mnpj
5111,24670,252.01,Cltx ulnar fx prox w/o mnpj
5111,24999,252.01,Unlisted px humerus/elbow
5111,25500,252.01,Cltx rdl shft fx w/o mnpj
5111,25530,252.01,Cltx ulnar shft fx w/o mnpj
5111,25535,252.01,Cltx ulnar shft fx w/mnpj
5111,25560,252.01,Cltx rdl&uln shft fx wo mnpj
5111,25600,252.01,Cltx dst rdl fx/ephys sep wo
5111,25622,252.01,Cltx carpl scphd fx w/o mnpj
5111,25630,252.01,Cltx carpl fx w/o mnpj ea b1
5111,25650,252.01,Cltx ulnar styloid fracture
5111,25660,252.01,Cltx rdcrpl/ntrcrpl dislc 1+
5111,25675,252.01,Cltx dstl rad/uln dislc mnpj
5111,25680,252.01,Cltx trns-scphprlnr fx mnpj
5111,25999,252.01,Unlisted px forearm/wrist
5111,26341,252.01,Manipulat palm cord post inj
5111,26600,252.01,Treat metacarpal fracture
5111,26605,252.01,Treat metacarpal fracture
5111,26641,252.01,Treat thumb dislocation
5111,26670,252.01,Treat hand dislocation
5111,26700,252.01,Treat knuckle dislocation
5111,26720,252.01,Treat finger fracture each
5111,26725,252.01,Treat finger fracture each
5111,26740,252.01,Treat finger fracture each
5111,26750,252.01,Treat finger fracture each
5111,26755,252.01,Treat finger fracture each
5111,26770,252.01,Treat finger dislocation
5111,26989,252.01,Unlisted px hands/fingers
5111,27197,252.01,Clsd tx pelvic ring fx
5111,27198,252.01,Clsd tx pelvic ring fx
5111,27200,252.01,Treat tail bone fracture
5111,27220,252.01,Treat hip socket fracture
5111,27222,252.01,Treat hip socket fracture
5111,27230,252.01,Treat thigh fracture
5111,27246,252.01,Treat thigh fracture
5111,27250,252.01,Treat hip dislocation
5111,27256,252.01,Treat hip dislocation
5111,27265,252.01,Treat hip dislocation
5111,27299,252.01,Unlisted px pelvis/hip joint
5111,27500,252.01,Treatment of thigh fracture
5111,27501,252.01,Treatment of thigh fracture
5111,27508,252.01,Treatment of thigh fracture
5111,27516,252.01,Treat thigh fx growth plate
5111,27520,252.01,Treat kneecap fracture
5111,27530,252.01,Treat knee fracture
5111,27538,252.01,Treat knee fracture(s)
5111,27550,252.01,Treat knee dislocation
5111,27560,252.01,Treat kneecap dislocation
5111,27562,252.01,Treat kneecap dislocation
5111,27599,252.01,Unlisted px femur/knee
5111,27750,252.01,Treatment of tibia fracture
5111,27760,252.01,Cltx medial ankle fx
5111,27767,252.01,Cltx post ankle fx
5111,27780,252.01,Treatment of fibula fracture
5111,27786,252.01,Treatment of ankle fracture
5111,27788,252.01,Treatment of ankle fracture
5111,27808,252.01,Treatment of ankle fracture
5111,27816,252.01,Treatment of ankle fracture
5111,27824,252.01,Treat lower leg fracture
5111,27830,252.01,Treat lower leg dislocation
5111,27840,252.01,Treat ankle dislocation
5111,27899,252.01,Unlisted px leg/ankle
5111,28400,252.01,Cltx calcaneal fx w/o mnpj
5111,28405,252.01,Cltx calcaneal fx w/mnpj
5111,28430,252.01,Cltx talus fracture w/o mnpj
5111,28450,252.01,Tx tarsal b1 fx w/o mnpj ea
5111,28470,252.01,Cltx metatarsal fx wo mnp ea
5111,28475,252.01,Cltx metatarsal fx w/mnpj ea
5111,28490,252.01,Treat big toe fracture
5111,28495,252.01,Treat big toe fracture
5111,28510,252.01,Treatment of toe fracture
5111,28515,252.01,Treatment of toe fracture
5111,28530,252.01,Treat sesamoid bone fracture
5111,28540,252.01,Treat foot dislocation
5111,28570,252.01,Treat foot dislocation
5111,28600,252.01,Treat foot dislocation
5111,28605,252.01,Treat foot dislocation
5111,28630,252.01,Treat toe dislocation
5111,28660,252.01,Treat toe dislocation
5111,28899,252.01,Unlisted px foot/toes
5111,29999,252.01,Unlisted px arthroscopy
5112,0957T,1642.82,Rev s-sclp eltr ra rcvr&tlmt
5112,20660,1642.82,Apply rem fixation device
5112,20661,1642.82,Application halo cranial
5112,20662,1642.82,Application halo pelvic
5112,20664,1642.82,Appl halo cranial 6+pins
5112,20694,1642.82,Rmvl ext fixj sys under anes
5112,20697,1642.82,App mltpln uni xtrnl fix xch
5112,20816,1642.82,Replantation digit complete
5112,20822,1642.82,Replantation digit complete
5112,20824,1642.82,Replantation thumb complete
5112,20827,1642.82,Replantation thumb complete
5112,21813,1642.82,Treatment of rib fracture
5112,22505,1642.82,Manipulation of spine
5112,23035,1642.82,Incision bone cortex sho
